student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
910,Deployment,DevOps/Cloud,10.14,12.22,14.8,29.98,None,,Video,Visual,Intermediate,35.95,31.54,6,1,4.31,34.92,88.3,Learn Fundamentals,Video,High
3916,Data Preprocessing,Machine Learning,25.68,29.86,39.31,55.56,None,2.85,Interactive Course,Mixed,Adaptive,25.18,38.01,5,1,22.0,27.76,70.34,Learn Fundamentals,Video,High
3372,SQL/Databases,Backend Development,0.0,58.1,30.82,56.21,Some Experience,1.0,Practice Questions,Reading,Adaptive,16.53,31.38,6,1,18.69,22.56,76.41,Learn Fundamentals,Article,High
268,Clustering,Machine Learning,22.99,7.23,1.8,5.5,Intermediate,7.1,Interactive Course,Visual,Intermediate,34.01,15.15,5,1,9.52,1.46,85.98,Learn Fundamentals,Video,High
4289,Model Evaluation,Machine Learning,10.07,17.0,0.0,24.61,Some Experience,6.55,Documentation,Mixed,Intermediate,20.58,27.34,4,1,0.0,26.11,89.87,Learn Fundamentals,Video,High
950,Model Evaluation,Machine Learning,,7.42,18.44,39.37,None,6.86,Practice Questions,Mixed,Advanced,1.27,45.29,6,1,13.46,16.74,94.09,Learn Fundamentals,Video,High
3086,Git/GitHub,Software Development,0.0,5.36,8.99,0.0,Beginner,5.44,Video,Mixed,Adaptive,0.1,5.0,7,1,8.74,27.97,96.59,Learn Fundamentals,Video,High
2309,Decision Trees,Machine Learning,10.73,18.43,49.98,54.36,Beginner,6.12,Practice Questions,Reading,Intermediate,15.45,30.79,4,1,5.15,20.34,79.11,Learn Fundamentals,Article,High
3585,Linear Regression,Machine Learning,6.38,25.91,51.22,32.27,None,4.11,Video,Hands-on,Advanced,27.61,27.11,7,1,3.22,50.51,78.8,Learn Fundamentals,Article,High
37,Decision Trees,Machine Learning,12.86,34.23,13.78,16.74,Beginner,2.58,Article,Hands-on,Intermediate,25.85,20.17,5,1,15.98,16.42,80.55,Learn Fundamentals,Article,High
3863,React,Web Development,38.09,34.09,5.04,27.4,None,3.07,Practice Questions,Mixed,Adaptive,0.0,18.21,5,1,43.34,16.16,69.72,Learn Fundamentals,Video,High
3490,SQL/Databases,Backend Development,0.0,0.76,10.34,,None,4.27,Project,Visual,Intermediate,16.53,22.09,7,1,0.0,10.06,97.7,Learn Fundamentals,Video,High
3233,Overfitting & Underfitting,Machine Learning,36.22,56.56,43.96,33.99,None,4.11,Video,Hands-on,Advanced,30.49,32.77,5,1,51.76,22.66,56.13,Learn Fundamentals,Article,High
3895,ML Fundamentals,Machine Learning,61.7,87.0,52.73,36.26,None,5.1,Project,Mixed,Adaptive,11.64,33.03,3,0,47.62,15.4,32.51,Revision,Video,Medium
2367,SQL/Databases,Backend Development,32.43,37.12,37.42,22.05,Some Experience,19.96,Article,Hands-on,Intermediate,17.08,42.9,5,1,39.52,43.1,65.16,Learn Fundamentals,Article,High
2694,HTML/CSS,Web Development,61.89,67.97,3.89,57.78,Beginner,2.75,Documentation,Mixed,Beginner,49.33,21.18,2,0,60.4,9.45,47.89,Study Core Material,Article,Medium
1052,Clustering,Machine Learning,31.8,60.31,21.52,26.0,Beginner,10.14,Interactive Course,Visual,Advanced,34.04,42.17,4,1,50.86,25.07,61.7,Learn Fundamentals,Video,High
4512,Decision Trees,Machine Learning,23.89,39.33,28.28,13.54,Advanced,1.0,Interactive Course,Hands-on,Adaptive,20.59,21.88,6,1,23.17,15.37,70.6,Learn Fundamentals,Article,High
2736,EDA,Data Science,39.12,52.49,13.48,44.79,Some Experience,3.53,Interactive Course,Hands-on,Beginner,28.73,6.58,4,1,33.16,14.9,62.0,Learn Fundamentals,Article,High
645,SQL/Databases,Backend Development,,70.86,61.06,38.22,Beginner,13.95,Video,Hands-on,Intermediate,45.29,42.86,5,1,42.97,31.51,42.54,Revision,Video,Medium
3858,ML Fundamentals,Machine Learning,24.32,68.96,56.31,35.44,None,7.85,Video,Hands-on,Beginner,25.94,49.93,5,1,45.82,40.69,55.89,Learn Fundamentals,Article,High
2040,ML Fundamentals,Machine Learning,4.89,14.37,12.75,0.0,None,5.01,Video,Hands-on,Beginner,33.13,12.51,6,1,9.25,11.87,90.69,Learn Fundamentals,Article,High
3129,Linear Regression,Machine Learning,49.05,22.55,21.25,11.96,Advanced,3.96,Practice Questions,Hands-on,Adaptive,13.68,27.59,3,1,28.55,21.9,64.46,Learn Fundamentals,Article,High
1008,Clustering,Machine Learning,,20.47,19.6,46.99,Intermediate,2.57,Interactive Course,Hands-on,Beginner,57.83,44.46,4,1,11.17,27.71,85.73,Learn Fundamentals,Article,High
1464,React,Web Development,40.99,47.67,70.27,8.72,Beginner,8.29,Practice Questions,Visual,Beginner,29.91,27.11,5,1,47.35,19.05,51.15,Revision,Practice Questions,Medium
1630,Logistic Regression,Machine Learning,19.65,13.66,25.12,37.3,Intermediate,10.94,Video,Hands-on,Intermediate,12.48,41.77,5,1,16.19,24.58,81.05,Learn Fundamentals,Article,High
1197,SQL/Databases,Backend Development,8.9,14.04,0.0,45.4,None,8.79,Project,Mixed,Advanced,42.55,38.09,4,1,0.0,38.13,91.34,Learn Fundamentals,Video,High
3976,JavaScript,Web Development,13.66,16.0,0.0,2.57,Beginner,8.13,Project,Hands-on,Beginner,42.54,21.53,7,1,24.53,24.85,88.37,Learn Fundamentals,Article,High
3248,JavaScript,Web Development,17.89,18.36,0.0,,Beginner,4.95,Interactive Course,Hands-on,Beginner,36.15,37.21,7,1,28.27,30.49,85.55,Learn Fundamentals,Article,High
4670,Data Preprocessing,Machine Learning,28.71,39.23,20.46,27.63,None,2.35,Interactive Course,Visual,Intermediate,40.76,27.13,4,1,13.32,40.44,69.79,Learn Fundamentals,Video,High
17,SQL/Databases,Backend Development,0.0,31.47,0.0,10.87,None,1.01,Interactive Course,Reading,Adaptive,22.03,23.25,6,1,0.26,18.92,90.56,Learn Fundamentals,Article,High
4041,Clustering,Machine Learning,8.01,54.19,21.59,47.24,Beginner,4.09,Video,Mixed,Intermediate,18.46,42.12,7,1,30.07,14.52,75.42,Learn Fundamentals,Video,High
1410,Classification,Machine Learning,0.0,23.43,27.05,15.12,Intermediate,3.22,Interactive Course,Mixed,Adaptive,0.0,26.44,6,1,0.0,50.41,87.56,Learn Fundamentals,Video,High
179,React,Web Development,0.0,18.29,32.08,48.79,Beginner,4.93,Video,Visual,Adaptive,19.65,13.38,6,1,32.13,16.93,88.1,Learn Fundamentals,Video,High
218,Data Preprocessing,Machine Learning,3.28,19.92,0.0,1.75,Intermediate,1.0,Project,Visual,Intermediate,5.81,29.59,6,1,18.55,32.78,92.39,Learn Fundamentals,Video,High
4949,Classification,Machine Learning,59.71,16.24,36.87,58.21,None,1.25,Interactive Course,Mixed,Beginner,5.82,46.56,3,1,34.53,24.44,57.9,Learn Fundamentals,Video,High
1013,Deployment,DevOps/Cloud,0.0,16.75,23.6,39.57,None,3.1,Article,Hands-on,Beginner,9.97,36.72,7,1,0.0,30.45,90.26,Learn Fundamentals,Article,High
3872,Deployment,DevOps/Cloud,0.0,2.03,10.04,40.81,Beginner,4.06,Article,Mixed,Advanced,49.87,51.59,5,1,0.0,34.35,97.38,Learn Fundamentals,Video,High
4834,REST APIs,Backend Development,0.0,13.03,6.48,23.21,Some Experience,13.02,Project,Hands-on,Beginner,19.9,44.03,6,1,0.0,29.87,94.79,Learn Fundamentals,Article,High
300,Deployment,DevOps/Cloud,35.9,4.51,5.2,41.06,Advanced,14.33,Practice Questions,Visual,Intermediate,39.73,34.85,5,1,7.67,30.93,79.66,Learn Fundamentals,Video,High
2993,Decision Trees,Machine Learning,6.07,0.0,41.57,25.91,Some Experience,2.17,Interactive Course,Mixed,Beginner,12.3,5.0,5,1,0.0,16.88,88.65,Learn Fundamentals,Video,High
3834,HTML/CSS,Web Development,44.2,29.41,32.88,59.78,None,5.99,Interactive Course,Visual,Beginner,19.29,26.52,3,1,23.1,22.88,62.5,Learn Fundamentals,Video,High
1292,Linear Regression,Machine Learning,0.0,9.38,21.28,20.18,None,10.18,Interactive Course,Visual,Adaptive,32.56,5.0,7,1,0.0,15.05,92.93,Learn Fundamentals,Video,High
1600,React,Web Development,40.71,30.19,48.2,44.69,Beginner,3.7,Practice Questions,Visual,Adaptive,25.8,44.33,5,1,27.28,38.31,60.95,Learn Fundamentals,Video,High
2783,JavaScript,Web Development,32.16,64.6,45.69,48.24,None,13.4,Practice Questions,Hands-on,Advanced,47.42,40.96,4,1,45.57,43.3,55.4,Learn Fundamentals,Article,High
4949,React,Web Development,26.96,41.49,23.71,61.24,None,1.25,Interactive Course,Mixed,Beginner,49.4,37.55,4,1,43.63,34.05,69.33,Learn Fundamentals,Video,High
200,REST APIs,Backend Development,43.06,10.8,4.47,9.14,Beginner,2.72,Video,Visual,Beginner,7.18,30.68,4,1,27.71,12.38,74.33,Learn Fundamentals,Video,High
2982,Overfitting & Underfitting,Machine Learning,48.8,56.73,46.46,47.51,Beginner,10.52,Interactive Course,Mixed,Advanced,34.53,33.27,5,1,18.2,20.32,49.29,Learn Fundamentals,Video,High
169,ML Fundamentals,Machine Learning,41.98,30.7,26.15,29.46,Some Experience,1.11,Video,Hands-on,Advanced,20.22,29.69,5,1,32.75,13.88,64.57,Learn Fundamentals,Article,High
2583,React,Web Development,0.0,0.0,0.0,13.42,Beginner,9.87,Video,Mixed,Beginner,0.0,16.08,6,1,0.0,5.5,100.0,Learn Fundamentals,Video,High
259,JavaScript,Web Development,17.64,26.27,1.33,6.61,Some Experience,2.81,Project,Mixed,Intermediate,21.18,44.24,4,1,20.82,26.47,83.03,Learn Fundamentals,Video,High
1818,EDA,Data Science,9.77,38.41,13.81,31.43,Some Experience,1.0,Video,Reading,Beginner,15.07,42.71,5,1,12.54,18.37,80.83,Learn Fundamentals,Article,High
3555,Classification,Machine Learning,9.08,53.32,59.56,42.07,Some Experience,18.56,Practice Questions,Reading,Beginner,20.96,42.79,5,1,38.57,19.12,67.55,Learn Fundamentals,Article,High
2525,Classification,Machine Learning,0.0,21.65,0.0,19.17,Beginner,9.69,Video,Reading,Adaptive,22.29,46.01,5,1,0.0,32.12,93.5,Learn Fundamentals,Article,High
4208,Linear Regression,Machine Learning,37.15,38.97,54.3,10.23,Intermediate,5.24,Video,Visual,Intermediate,17.53,16.68,4,1,40.97,17.0,58.87,Learn Fundamentals,Video,High
3544,JavaScript,Web Development,50.53,35.97,63.77,25.23,Some Experience,2.46,Documentation,Mixed,Beginner,6.42,27.4,4,1,25.3,17.48,51.19,Learn Fundamentals,Video,High
3671,Git/GitHub,Software Development,35.43,37.48,52.84,37.97,Some Experience,10.9,Video,Mixed,Beginner,36.54,28.35,3,1,32.36,8.75,60.47,Learn Fundamentals,Video,High
4697,ML Fundamentals,Machine Learning,27.47,38.98,35.82,44.35,Beginner,4.55,Video,Reading,Adaptive,14.99,33.0,2,1,28.31,5.13,67.41,Learn Fundamentals,Article,High
1379,Logistic Regression,Machine Learning,1.13,43.61,31.13,27.17,Beginner,8.83,Video,Visual,Intermediate,30.22,34.65,6,1,39.21,28.42,80.13,Learn Fundamentals,Video,High
4222,Overfitting & Underfitting,Machine Learning,0.0,25.28,0.0,53.18,Some Experience,5.84,Article,Mixed,Beginner,32.16,37.37,5,1,0.0,50.11,92.42,Learn Fundamentals,Video,High
3589,Model Evaluation,Machine Learning,25.44,47.74,36.45,44.84,None,2.27,Practice Questions,Reading,Beginner,41.83,43.75,4,1,26.9,39.95,65.67,Learn Fundamentals,Article,High
4785,Classification,Machine Learning,49.68,54.77,41.77,47.9,Beginner,2.24,Article,Mixed,Beginner,6.7,31.42,4,1,36.66,29.72,50.38,Learn Fundamentals,Video,High
258,Classification,Machine Learning,34.05,24.21,33.57,42.26,Beginner,,Documentation,Reading,Beginner,14.97,15.5,4,1,12.74,17.4,69.0,Learn Fundamentals,Article,High
3008,Linear Regression,Machine Learning,60.61,22.61,11.29,31.24,None,3.08,Interactive Course,Mixed,Intermediate,26.58,45.51,2,1,64.75,14.02,60.66,Revision,Practice Questions,Medium
290,Overfitting & Underfitting,Machine Learning,54.64,38.72,53.68,17.12,None,3.26,Article,Mixed,Beginner,22.19,5.0,4,1,21.1,27.34,50.32,Learn Fundamentals,Video,High
1684,SQL/Databases,Backend Development,50.58,51.86,47.37,49.94,Some Experience,5.1,Video,Hands-on,Adaptive,47.75,41.46,4,1,56.12,21.49,49.68,Revision,Interactive Course,Medium
3286,Classification,Machine Learning,18.17,32.83,19.74,28.88,Beginner,2.62,Article,Hands-on,Beginner,22.8,62.12,5,1,25.5,39.34,77.12,Learn Fundamentals,Article,High
2609,Classification,Machine Learning,8.59,7.08,38.85,30.95,Intermediate,8.86,Article,Reading,Intermediate,6.43,29.79,5,1,14.11,26.43,85.81,Learn Fundamentals,Article,High
798,Clustering,Machine Learning,45.46,63.4,40.89,49.51,None,4.36,Project,Hands-on,Adaptive,45.65,44.02,3,1,31.07,52.33,50.07,Learn Fundamentals,Article,High
3660,Clustering,Machine Learning,56.84,60.06,21.39,65.92,Beginner,2.09,Interactive Course,Mixed,Intermediate,18.04,35.82,4,0,33.72,29.92,49.28,Learn Fundamentals,Video,High
328,EDA,Data Science,36.09,20.8,20.48,57.25,None,6.49,Video,Reading,Intermediate,24.21,38.35,6,1,32.83,39.81,71.62,Learn Fundamentals,Article,High
2547,React,Web Development,33.65,10.84,0.0,26.37,Beginner,9.49,Video,Hands-on,Adaptive,32.8,33.69,5,1,26.44,26.52,79.92,Learn Fundamentals,Article,High
3738,REST APIs,Backend Development,80.69,63.31,37.46,46.48,Some Experience,4.51,Interactive Course,Hands-on,Intermediate,27.75,36.44,3,0,51.21,33.39,33.17,Study Core Material,Interactive Course,Medium
2345,Data Preprocessing,Machine Learning,0.0,0.0,29.29,14.32,Some Experience,9.61,Video,Visual,Intermediate,,33.55,7,1,0.0,30.74,94.14,Learn Fundamentals,Video,High
4592,REST APIs,Backend Development,7.57,7.48,33.48,20.36,Some Experience,18.02,Interactive Course,Hands-on,Intermediate,34.59,42.25,6,1,0.0,25.7,87.27,Learn Fundamentals,Article,High
3160,FastAPI,Backend Development,,45.98,32.73,59.13,None,2.79,Video,Hands-on,Adaptive,22.48,38.37,5,1,43.03,34.34,70.11,Learn Fundamentals,Article,High
637,Git/GitHub,Software Development,0.0,0.0,29.95,2.85,Beginner,7.64,Project,Reading,Adaptive,34.38,24.24,6,1,10.94,22.41,94.01,Learn Fundamentals,Article,High
36,Classification,Machine Learning,23.44,28.05,27.38,,None,10.16,Article,Mixed,Beginner,15.22,28.21,4,1,16.71,15.15,74.39,Learn Fundamentals,Video,High
3008,Logistic Regression,Machine Learning,19.21,55.9,16.04,30.25,None,3.08,Interactive Course,Mixed,Intermediate,18.35,35.66,6,1,46.38,11.26,70.42,Learn Fundamentals,Video,High
1919,Data Preprocessing,Machine Learning,10.37,13.63,16.37,25.63,Beginner,4.8,Interactive Course,Mixed,Beginner,17.51,33.46,4,1,9.42,30.02,87.45,Learn Fundamentals,Video,High
1666,ML Fundamentals,Machine Learning,28.19,45.27,53.86,15.52,Beginner,12.17,Interactive Course,Reading,Adaptive,37.4,27.34,4,1,31.49,30.58,61.55,Learn Fundamentals,Article,High
3732,FastAPI,Backend Development,,20.44,4.02,42.26,Beginner,5.76,Article,Hands-on,Beginner,16.03,27.02,5,1,0.0,11.37,88.44,Learn Fundamentals,Article,High
4681,REST APIs,Backend Development,13.37,0.76,19.89,23.49,Intermediate,3.75,Project,Visual,Beginner,35.38,31.47,6,1,0.0,49.69,89.11,Learn Fundamentals,Video,High
4599,HTML/CSS,Web Development,51.78,46.06,37.1,32.26,Some Experience,1.14,Documentation,Hands-on,Beginner,17.19,51.78,3,1,48.98,21.22,52.87,Revision,Video,Medium
4064,Deployment,DevOps/Cloud,0.0,27.15,4.34,0.0,Some Experience,1.0,Documentation,Mixed,Beginner,10.05,26.62,6,1,11.55,5.94,90.99,Learn Fundamentals,Video,High
1695,Git/GitHub,Software Development,20.73,29.97,43.31,21.91,Some Experience,6.85,Article,Visual,Intermediate,0.0,20.31,4,1,18.37,8.43,71.98,Learn Fundamentals,Video,High
3528,Decision Trees,Machine Learning,43.37,58.34,38.87,39.06,Some Experience,5.31,Article,Hands-on,Adaptive,21.25,20.99,4,1,32.79,13.11,53.04,Learn Fundamentals,Article,High
3383,Overfitting & Underfitting,Machine Learning,45.88,50.88,50.95,34.32,Intermediate,4.18,Video,Reading,Intermediate,36.02,22.45,4,1,52.06,48.07,51.61,Revision,Interactive Course,Medium
605,FastAPI,Backend Development,18.68,6.99,25.28,22.86,Beginner,5.98,Project,Reading,Beginner,14.13,36.0,5,1,0.0,23.94,83.51,Learn Fundamentals,Article,High
40,REST APIs,Backend Development,20.88,16.67,0.0,26.75,None,4.35,Project,Visual,Intermediate,17.95,44.66,4,1,0.0,37.3,84.56,Learn Fundamentals,Video,High
2586,Linear Regression,Machine Learning,12.57,19.35,21.02,35.6,Intermediate,12.84,Article,Mixed,Intermediate,44.54,18.43,5,1,12.95,36.3,83.71,Learn Fundamentals,Video,High
4285,ML Fundamentals,Machine Learning,4.95,9.24,1.77,7.19,None,5.03,Practice Questions,Mixed,Intermediate,13.67,8.85,5,1,0.0,12.63,94.4,Learn Fundamentals,Video,High
3112,Classification,Machine Learning,31.76,31.35,4.33,,None,3.91,Interactive Course,Hands-on,Intermediate,25.38,31.4,3,1,40.37,40.89,73.85,Learn Fundamentals,Article,High
214,Overfitting & Underfitting,Machine Learning,35.7,34.93,50.63,9.28,Beginner,8.29,Article,Reading,Beginner,12.95,26.34,5,1,34.74,8.47,61.54,Learn Fundamentals,Article,High
1283,FastAPI,Backend Development,1.59,24.2,15.88,7.78,Some Experience,4.79,Video,Mixed,Intermediate,10.07,22.06,6,1,34.47,20.3,88.77,Learn Fundamentals,Video,High
50,React,Web Development,2.92,10.84,30.1,9.09,Some Experience,3.92,Video,Mixed,Intermediate,21.79,25.49,7,1,0.0,17.3,89.27,Learn Fundamentals,Video,High
2676,EDA,Data Science,12.81,24.35,0.0,23.79,None,7.99,Interactive Course,Hands-on,Advanced,47.73,22.45,5,1,0.0,18.62,86.29,Learn Fundamentals,Article,High
4790,FastAPI,Backend Development,6.64,25.69,43.03,43.13,Beginner,9.19,Project,Reading,Beginner,32.54,38.54,5,1,24.45,26.23,80.37,Learn Fundamentals,Article,High
3965,Classification,Machine Learning,22.8,17.64,14.04,32.9,Beginner,7.75,Project,Visual,Advanced,16.5,34.08,5,1,0.0,35.28,80.5,Learn Fundamentals,Video,High
4090,Clustering,Machine Learning,28.68,24.52,42.58,0.0,Beginner,9.83,Video,Hands-on,Adaptive,8.42,12.32,6,1,24.97,13.8,69.79,Learn Fundamentals,Article,High
2859,JavaScript,Web Development,10.99,0.0,0.0,26.3,Beginner,7.23,Practice Questions,Reading,Beginner,45.1,29.29,4,1,3.97,27.97,94.51,Learn Fundamentals,Article,High
2729,Classification,Machine Learning,31.85,43.0,38.74,25.83,Intermediate,17.54,Video,Reading,Adaptive,19.92,32.34,4,1,34.57,23.42,63.43,Learn Fundamentals,Article,High
2421,ML Fundamentals,Machine Learning,40.17,19.34,15.53,53.49,Some Experience,1.11,Documentation,Mixed,Intermediate,0.0,39.68,5,1,13.77,16.1,71.01,Learn Fundamentals,Video,High
1486,FastAPI,Backend Development,47.55,68.27,30.33,36.7,Some Experience,1.73,Video,Hands-on,Beginner,16.41,23.88,4,1,44.75,24.0,49.68,Revision,Interactive Course,Medium
1206,HTML/CSS,Web Development,25.3,30.79,9.48,,Beginner,5.46,Documentation,Mixed,Adaptive,5.14,39.06,5,1,20.86,30.15,76.22,Learn Fundamentals,Video,High
2731,Deployment,DevOps/Cloud,67.64,41.41,22.39,49.7,None,3.45,Practice Questions,Reading,Intermediate,20.23,52.32,3,1,24.49,29.44,49.28,Learn Fundamentals,Article,High
4064,EDA,Data Science,19.21,17.66,5.22,27.92,Some Experience,1.0,Documentation,Mixed,Beginner,36.0,13.35,6,1,20.29,13.5,84.06,Learn Fundamentals,Video,High
1333,SQL/Databases,Backend Development,35.33,40.41,6.45,0.53,None,10.46,Practice Questions,Visual,Adaptive,6.21,15.26,4,1,43.29,9.69,68.92,Learn Fundamentals,Video,High
1100,Linear Regression,Machine Learning,57.05,11.91,48.55,0.0,Beginner,6.88,Video,Reading,Advanced,7.26,21.14,2,1,34.51,13.22,58.19,Learn Fundamentals,Article,High
4525,REST APIs,Backend Development,47.77,30.98,38.14,37.67,None,1.44,Video,Visual,Advanced,20.03,37.43,4,1,25.24,39.37,59.19,Learn Fundamentals,Video,High
3974,Classification,Machine Learning,41.43,63.89,,,Advanced,5.27,Video,Mixed,Adaptive,38.28,25.21,3,1,36.25,40.94,55.27,Learn Fundamentals,Video,High
306,JavaScript,Web Development,22.03,35.55,33.02,45.31,Some Experience,10.28,Documentation,Mixed,Adaptive,29.0,33.72,5,1,38.87,20.03,71.72,Learn Fundamentals,Video,High
974,Classification,Machine Learning,58.66,85.56,76.18,41.66,None,4.2,Documentation,Hands-on,Beginner,20.66,24.6,3,0,63.03,29.98,29.76,Revision,Video,Medium
313,Data Preprocessing,Machine Learning,31.7,26.78,0.0,0.94,Beginner,7.96,Documentation,Mixed,Beginner,3.86,21.26,4,1,17.04,21.84,76.12,Learn Fundamentals,Video,High
3820,Overfitting & Underfitting,Machine Learning,9.69,52.08,21.84,34.44,Some Experience,3.01,Video,Hands-on,Beginner,2.9,29.25,6,1,35.16,36.9,75.16,Learn Fundamentals,Article,High
433,Linear Regression,Machine Learning,10.0,45.77,0.0,40.26,Beginner,1.19,Article,Visual,Advanced,12.89,46.21,5,1,33.55,7.85,81.27,Learn Fundamentals,Video,High
4029,Data Preprocessing,Machine Learning,90.27,20.48,37.05,54.9,Beginner,5.49,Practice Questions,Hands-on,Intermediate,51.02,30.6,2,1,9.1,46.77,41.31,Learn Fundamentals,Article,High
265,REST APIs,Backend Development,19.55,15.22,0.0,16.75,Beginner,3.92,Practice Questions,Mixed,Beginner,1.08,40.05,5,1,11.36,6.1,85.66,Learn Fundamentals,Video,High
4583,REST APIs,Backend Development,27.48,16.63,30.38,36.19,Some Experience,5.69,Project,Hands-on,Beginner,0.0,37.54,5,1,11.78,7.61,75.2,Learn Fundamentals,Article,High
3139,Logistic Regression,Machine Learning,38.69,0.0,24.76,27.35,None,3.97,Interactive Course,Hands-on,Adaptive,17.31,20.42,4,1,0.0,36.34,75.7,Learn Fundamentals,Article,High
4159,FastAPI,Backend Development,44.61,22.45,0.0,37.18,None,6.05,Practice Questions,Reading,Adaptive,30.22,29.88,4,1,17.05,22.45,70.96,Learn Fundamentals,Article,High
329,Decision Trees,Machine Learning,32.25,36.57,0.0,22.36,Intermediate,9.28,Practice Questions,Mixed,Beginner,37.82,32.39,4,1,16.41,8.99,72.91,Learn Fundamentals,Video,High
3285,SQL/Databases,Backend Development,40.54,50.2,50.02,68.58,Some Experience,8.46,Video,Mixed,Beginner,47.73,29.23,4,1,42.83,23.13,54.66,Study Core Material,Documentation,Medium
2051,Decision Trees,Machine Learning,0.0,1.55,7.13,28.84,None,10.64,Article,Mixed,Adaptive,,19.66,7,1,24.05,28.54,98.11,Learn Fundamentals,Video,High
2981,Overfitting & Underfitting,Machine Learning,10.88,0.0,0.0,24.73,Beginner,5.11,Article,Hands-on,Adaptive,7.1,25.48,5,1,0.0,25.85,94.56,Learn Fundamentals,Article,High
2640,REST APIs,Backend Development,28.7,25.29,12.92,39.85,Intermediate,5.18,Interactive Course,Hands-on,Intermediate,11.27,21.47,4,1,43.48,0.0,75.48,Learn Fundamentals,Article,High
952,JavaScript,Web Development,44.65,42.48,21.7,11.24,Intermediate,3.28,Practice Questions,Hands-on,Beginner,8.89,24.68,3,1,38.72,11.25,60.59,Learn Fundamentals,Article,High
4301,Linear Regression,Machine Learning,31.19,17.52,8.08,57.94,Some Experience,1.0,Project,Hands-on,Beginner,15.93,22.29,5,1,26.48,21.7,77.53,Learn Fundamentals,Article,High
2488,JavaScript,Web Development,37.99,76.09,67.86,44.25,None,7.27,Project,Visual,Adaptive,38.76,34.79,6,1,38.56,11.53,44.61,Learn Fundamentals,Video,High
4871,EDA,Data Science,30.04,37.56,,19.14,Some Experience,6.48,Article,Mixed,Adaptive,8.06,26.41,5,1,17.92,0.0,70.91,Learn Fundamentals,Video,High
1868,SQL/Databases,Backend Development,14.14,34.0,39.52,21.34,Beginner,3.53,Video,Mixed,Adaptive,34.62,26.23,5,1,19.9,12.87,74.83,Learn Fundamentals,Video,High
3382,FastAPI,Backend Development,0.0,2.83,0.0,19.95,Beginner,15.58,Interactive Course,Mixed,Beginner,15.22,38.25,6,1,0.0,31.28,99.15,Learn Fundamentals,Video,High
1864,Logistic Regression,Machine Learning,17.16,62.11,23.6,41.52,Beginner,2.72,Practice Questions,Hands-on,Adaptive,0.0,21.69,4,1,53.75,39.65,68.07,Learn Fundamentals,Article,High
2400,JavaScript,Web Development,0.0,7.5,31.8,49.1,Some Experience,8.74,Article,Hands-on,Adaptive,41.95,21.43,5,1,0.0,23.36,91.39,Learn Fundamentals,Article,High
3871,SQL/Databases,Backend Development,48.91,27.1,46.74,38.1,Intermediate,3.69,Video,Hands-on,Adaptive,54.16,65.2,3,1,37.59,51.63,58.07,Learn Fundamentals,Article,High
2384,Linear Regression,Machine Learning,17.87,23.49,0.0,32.05,Advanced,4.71,Interactive Course,Visual,Advanced,29.56,34.89,4,1,0.0,32.81,84.02,Learn Fundamentals,Video,High
3141,ML Fundamentals,Machine Learning,48.28,15.66,0.0,9.35,Some Experience,4.94,Article,Hands-on,Intermediate,25.87,28.61,3,1,44.25,15.42,71.16,Revision,Video,Medium
1278,Deployment,DevOps/Cloud,0.0,37.33,28.67,41.25,Some Experience,5.73,Video,Hands-on,Adaptive,31.0,41.0,6,1,15.04,37.15,83.07,Learn Fundamentals,Article,High
4163,Decision Trees,Machine Learning,12.84,0.0,7.02,17.66,Some Experience,11.39,Documentation,Visual,Intermediate,32.14,43.54,4,1,6.09,13.78,92.18,Learn Fundamentals,Video,High
4716,ML Fundamentals,Machine Learning,40.34,57.49,43.45,33.09,Intermediate,12.94,Practice Questions,Visual,Advanced,36.91,36.49,4,1,52.25,15.69,53.9,Revision,Video,Medium
194,HTML/CSS,Web Development,40.12,52.83,46.93,38.87,Beginner,1.27,Video,Mixed,Advanced,26.22,45.23,3,1,39.8,31.11,54.71,Learn Fundamentals,Video,High
556,EDA,Data Science,12.93,21.26,3.91,0.0,Beginner,10.02,Video,Mixed,Beginner,13.64,5.49,6,1,10.78,0.64,86.38,Learn Fundamentals,Video,High
1818,Classification,Machine Learning,36.41,45.89,19.2,37.62,Some Experience,1.0,Video,Reading,Beginner,43.29,39.76,5,1,39.9,36.57,64.19,Learn Fundamentals,Article,High
95,Classification,Machine Learning,27.61,27.51,35.91,59.34,Intermediate,9.83,Video,Visual,Adaptive,24.94,29.74,4,1,35.09,10.77,70.76,Learn Fundamentals,Video,High
1077,Decision Trees,Machine Learning,18.05,20.34,5.85,39.02,Some Experience,1.81,Video,Visual,Intermediate,,41.64,5,1,10.76,39.06,83.7,Learn Fundamentals,Video,High
3870,Classification,Machine Learning,24.27,27.28,20.97,26.37,Intermediate,3.64,Video,Reading,Beginner,18.26,41.04,6,1,28.2,27.96,75.49,Learn Fundamentals,Article,High
574,REST APIs,Backend Development,44.08,21.33,23.14,47.39,Beginner,3.37,Interactive Course,Reading,Adaptive,42.15,42.01,4,1,7.75,56.18,66.93,Learn Fundamentals,Article,High
